FECHA,IDC,ACTIVIDAD ECONOMICA,EDAD,SALARIO,FFNN,MONTO_ACUMULADO_DOL_ACH,FRECUENCIA_ACH,MONTO_USD_DOL_PCC,CANTIDAD_PCC,NRO_ORDENANTES_DIFERENTES
202006,06149135LP,5831,36,1959,1,5050.55976,16,0,0,12
202006,06149220LP,5832,37,631,1,1147.230318,4,0,0,3
202006,06149912LP,5833,39,1000,0,6038.287164,21,0,0,13
202006,06150091LP,5834,31,387,0,471.720114,5,0,0,5
202006,06150658LP,5835,37,350,0,537.172007,10,0,0,4
202006,06151038LP,5836,36,780,0,1422.864422,17,0,0,13
202006,06151052LP,5837,34,618,0,1279.883379,5,0,0,4
202006,06151095LP,5838,36,300,0,5946.064135,7,0,0,2
202006,06151559LP,5839,37,509.18,0,1574.344021,3,0,0,2
202006,06151838LP,5840,37,500,0,5415.45189,9,0,0,1
202006,06152234LP,5841,28,357,0,5469.886293,10,0,0,5
202006,06152720LP,5842,29,1200,0,2019.895039,7,0,0,1
202006,06153076LP,5843,31,840,0,1697.813406,8,0,0,8
